Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Calumet Beach,08/18/2016 08:00:00 AM,23.3,1.21,,0.098,3,11.7,08/18/2016 8:00 AM,CalumetBeach201608180800
Montrose Beach,08/18/2016 08:00:00 AM,23.8,0,,0.157,2,11.3,08/18/2016 8:00 AM,MontroseBeach201608180800
Ohio Street Beach,08/18/2016 08:00:00 AM,23.6,1.68,,0.132,2,10.4,08/18/2016 8:00 AM,OhioStreetBeach201608180800
Calumet Beach,08/18/2016 09:00:00 AM,23.2,1.04,,0.103,3,11.7,08/18/2016 9:00 AM,CalumetBeach201608180900
Montrose Beach,08/18/2016 09:00:00 AM,23.7,0,,0.136,5,11.3,08/18/2016 9:00 AM,MontroseBeach201608180900
Ohio Street Beach,08/18/2016 09:00:00 AM,23.6,1.77,,0.116,2,10.4,08/18/2016 9:00 AM,OhioStreetBeach201608180900
Calumet Beach,08/18/2016 12:00:00 PM,24,1.25,,0.228,2,11.7,08/18/2016 12:00 PM,CalumetBeach201608181200
Montrose Beach,08/18/2016 12:00:00 PM,24.2,0,,0.125,3,11.3,08/18/2016 12:00 PM,MontroseBeach201608181200
Ohio Street Beach,08/18/2016 12:00:00 PM,24.4,1.71,,0.155,3,10.4,08/18/2016 12:00 PM,OhioStreetBeach201608181200
Calumet Beach,08/18/2016 01:00:00 PM,24.2,1.29,,0.184,2,11.7,08/18/2016 1:00 PM,CalumetBeach201608181300
Montrose Beach,08/18/2016 01:00:00 PM,24.6,0,,0.122,3,11.3,08/18/2016 1:00 PM,MontroseBeach201608181300
Ohio Street Beach,08/18/2016 01:00:00 PM,24.8,1.54,,0.159,3,10.4,08/18/2016 1:00 PM,OhioStreetBeach201608181300
Ohio Street Beach,05/31/2017 09:00:00 AM,15.5,1.24,,0.187,3,11.1,05/31/2017 9:00 AM,OhioStreetBeach201705310900
Ohio Street Beach,05/31/2017 10:00:00 AM,15.8,1.18,,0.187,3,11.1,05/31/2017 10:00 AM,OhioStreetBeach201705311000
Ohio Street Beach,05/31/2017 11:00:00 AM,16.2,1.14,,0.187,3,11.1,05/31/2017 11:00 AM,OhioStreetBeach201705311100
Calumet Beach,08/18/2016 10:00:00 AM,23.4,1.05,,0.189,3,11.7,08/18/2016 10:00 AM,CalumetBeach201608181000
Montrose Beach,08/18/2016 10:00:00 AM,23.9,0,,0.132,4,11.3,08/18/2016 10:00 AM,MontroseBeach201608181000
Ohio Street Beach,08/18/2016 10:00:00 AM,23.7,1.86,,0.094,2,10.4,08/18/2016 10:00 AM,OhioStreetBeach201608181000
Ohio Street Beach,05/31/2017 12:00:00 PM,16.6,1.2,,0.187,3,11.1,05/31/2017 12:00 PM,OhioStreetBeach201705311200
Ohio Street Beach,08/18/2016 11:00:00 AM,23.9,1.69,,0.124,3,10.4,08/18/2016 11:00 AM,OhioStreetBeach201608181100
Calumet Beach,08/18/2016 02:00:00 PM,24.2,1.15,,0.202,3,11.7,08/18/2016 2:00 PM,CalumetBeach201608181400
Montrose Beach,08/18/2016 02:00:00 PM,24.5,0,,0.133,3,11.3,08/18/2016 2:00 PM,MontroseBeach201608181400
Ohio Street Beach,08/18/2016 02:00:00 PM,24.8,1.65,,0.145,3,10.4,08/18/2016 2:00 PM,OhioStreetBeach201608181400
Calumet Beach,08/18/2016 03:00:00 PM,24.4,1.3,,0.165,3,11.7,08/18/2016 3:00 PM,CalumetBeach201608181500
Montrose Beach,08/18/2016 03:00:00 PM,24.6,0,,0.122,3,11.3,08/18/2016 3:00 PM,MontroseBeach201608181500
Ohio Street Beach,08/18/2016 03:00:00 PM,24.7,1.87,,0.151,3,10.4,08/18/2016 3:00 PM,OhioStreetBeach201608181500
Calumet Beach,08/18/2016 04:00:00 PM,24.2,1.35,,0.202,2,11.7,08/18/2016 4:00 PM,CalumetBeach201608181600
Montrose Beach,08/18/2016 04:00:00 PM,24.5,0,,0.119,3,11.3,08/18/2016 4:00 PM,MontroseBeach201608181600
Ohio Street Beach,08/18/2016 04:00:00 PM,24.9,1.98,,0.143,4,10.4,08/18/2016 4:00 PM,OhioStreetBeach201608181600
Calumet Beach,08/18/2016 05:00:00 PM,24.2,1.61,,0.162,2,11.7,08/18/2016 5:00 PM,CalumetBeach201608181700
Montrose Beach,08/18/2016 05:00:00 PM,24.6,0,,0.146,3,11.3,08/18/2016 5:00 PM,MontroseBeach201608181700
Ohio Street Beach,08/18/2016 05:00:00 PM,24.7,1.8,,0.145,3,10.4,08/18/2016 5:00 PM,OhioStreetBeach201608181700
Calumet Beach,08/18/2016 06:00:00 PM,23.8,1.09,,0.158,3,11.7,08/18/2016 6:00 PM,CalumetBeach201608181800
Montrose Beach,08/18/2016 06:00:00 PM,24.3,0,,0.173,3,11.3,08/18/2016 6:00 PM,MontroseBeach201608181800
Ohio Street Beach,08/18/2016 06:00:00 PM,24.6,2.03,,0.121,3,10.4,08/18/2016 6:00 PM,OhioStreetBeach201608181800
Calumet Beach,08/18/2016 07:00:00 PM,23.5,1,,0.166,2,11.7,08/18/2016 7:00 PM,CalumetBeach201608181900
Montrose Beach,08/18/2016 07:00:00 PM,24.2,0,,0.159,3,11.3,08/18/2016 7:00 PM,MontroseBeach201608181900
Ohio Street Beach,08/18/2016 07:00:00 PM,24.3,2.09,,0.146,3,10.4,08/18/2016 7:00 PM,OhioStreetBeach201608181900
Calumet Beach,08/18/2016 08:00:00 PM,23.4,1.01,,0.147,2,11.7,08/18/2016 8:00 PM,CalumetBeach201608182000
Montrose Beach,08/18/2016 08:00:00 PM,23.5,0,,0.144,5,11.3,08/18/2016 8:00 PM,MontroseBeach201608182000
Ohio Street Beach,08/18/2016 08:00:00 PM,24.1,1.97,,0.14,3,10.4,08/18/2016 8:00 PM,OhioStreetBeach201608182000
Calumet Beach,08/18/2016 10:00:00 PM,23.5,0.92,,0.149,2,11.7,08/18/2016 10:00 PM,CalumetBeach201608182200
Montrose Beach,08/18/2016 10:00:00 PM,23.1,0,,0.112,5,11.3,08/18/2016 10:00 PM,MontroseBeach201608182200
Ohio Street Beach,08/18/2016 10:00:00 PM,23.9,1.65,,0.123,2,10.4,08/18/2016 10:00 PM,OhioStreetBeach201608182200
Calumet Beach,08/18/2016 11:00:00 PM,23.3,1.08,,0.134,2,11.7,08/18/2016 11:00 PM,CalumetBeach201608182300
Montrose Beach,08/18/2016 11:00:00 PM,22.8,0,,0.107,3,11.3,08/18/2016 11:00 PM,MontroseBeach201608182300
Ohio Street Beach,08/18/2016 11:00:00 PM,23.9,1.65,,0.118,3,10.3,08/18/2016 11:00 PM,OhioStreetBeach201608182300
Calumet Beach,08/19/2016 12:00:00 AM,23.3,0.9,,0.113,3,11.7,08/19/2016 12:00 AM,CalumetBeach201608192400
Montrose Beach,08/19/2016 12:00:00 AM,22.6,0,,0.106,3,11.3,08/19/2016 12:00 AM,MontroseBeach201608192400
Ohio Street Beach,08/19/2016 12:00:00 AM,23.9,1.63,,0.123,3,10.3,08/19/2016 12:00 AM,OhioStreetBeach201608192400
Calumet Beach,08/19/2016 01:00:00 AM,23.3,0.79,,0.092,3,11.7,08/19/2016 1:00 AM,CalumetBeach201608190100
Montrose Beach,08/19/2016 01:00:00 AM,22.3,0,,0.107,7,11.3,08/19/2016 1:00 AM,MontroseBeach201608190100
Ohio Street Beach,08/19/2016 01:00:00 AM,23.9,1.56,,0.105,3,10,08/19/2016 1:00 AM,OhioStreetBeach201608190100
Calumet Beach,08/19/2016 02:00:00 AM,23.2,0.92,,0.092,5,11.7,08/19/2016 2:00 AM,CalumetBeach201608190200
Montrose Beach,08/19/2016 02:00:00 AM,22.2,0,,0.113,6,11.3,08/19/2016 2:00 AM,MontroseBeach201608190200
Ohio Street Beach,08/19/2016 02:00:00 AM,23.9,1.76,,0.097,3,10.3,08/19/2016 2:00 AM,OhioStreetBeach201608190200
Calumet Beach,08/19/2016 03:00:00 AM,23,0.88,,0.106,3,11.7,08/19/2016 3:00 AM,CalumetBeach201608190300
Montrose Beach,08/19/2016 03:00:00 AM,22.2,0,,0.11,5,11.3,08/19/2016 3:00 AM,MontroseBeach201608190300
Ohio Street Beach,08/19/2016 03:00:00 AM,23.8,1.71,,0.083,3,10.3,08/19/2016 3:00 AM,OhioStreetBeach201608190300
Calumet Beach,08/19/2016 04:00:00 AM,22.9,0.93,,0.135,2,11.7,08/19/2016 4:00 AM,CalumetBeach201608190400
Montrose Beach,08/19/2016 04:00:00 AM,22.1,0,,0.117,3,11.3,08/19/2016 4:00 AM,MontroseBeach201608190400
Ohio Street Beach,08/19/2016 04:00:00 AM,23.8,1.98,,0.085,2,10.3,08/19/2016 4:00 AM,OhioStreetBeach201608190400
Ohio Street Beach,05/31/2017 01:00:00 PM,16.7,1.17,,0.187,3,11.1,05/31/2017 1:00 PM,OhioStreetBeach201705311300
Ohio Street Beach,05/31/2017 02:00:00 PM,17.3,1.16,,0.187,3,11.1,05/31/2017 2:00 PM,OhioStreetBeach201705311400
Ohio Street Beach,05/31/2017 03:00:00 PM,17.9,1.17,,0.187,3,11.1,05/31/2017 3:00 PM,OhioStreetBeach201705311500
Ohio Street Beach,05/31/2017 04:00:00 PM,17.6,1.2,,0.187,3,11.1,05/31/2017 4:00 PM,OhioStreetBeach201705311600
Ohio Street Beach,05/31/2017 05:00:00 PM,18.8,1.49,,0.187,3,11.1,05/31/2017 5:00 PM,OhioStreetBeach201705311700
Ohio Street Beach,05/31/2017 06:00:00 PM,18.8,1.57,,0.187,3,11.1,05/31/2017 6:00 PM,OhioStreetBeach201705311800
Ohio Street Beach,05/31/2017 07:00:00 PM,17.6,1.76,,0.187,3,11.1,05/31/2017 7:00 PM,OhioStreetBeach201705311900
Ohio Street Beach,05/31/2017 08:00:00 PM,16.6,1.26,,0.187,3,11.1,05/31/2017 8:00 PM,OhioStreetBeach201705312000
Ohio Street Beach,05/31/2017 09:00:00 PM,16.1,1.05,,0.187,3,11.1,05/31/2017 9:00 PM,OhioStreetBeach201705312100
Ohio Street Beach,05/31/2017 10:00:00 PM,15.7,1.12,,0.187,3,11.1,05/31/2017 10:00 PM,OhioStreetBeach201705312200
Calumet Beach,08/19/2016 05:00:00 AM,22.8,0.96,,0.153,2,11.7,08/19/2016 5:00 AM,CalumetBeach201608190500
Montrose Beach,08/19/2016 05:00:00 AM,22.1,0,,0.112,3,11.3,08/19/2016 5:00 AM,MontroseBeach201608190500
Ohio Street Beach,08/19/2016 05:00:00 AM,23.8,1.73,,0.103,3,10.3,08/19/2016 5:00 AM,OhioStreetBeach201608190500
Calumet Beach,08/19/2016 06:00:00 AM,22.8,0.9,,0.114,3,11.6,08/19/2016 6:00 AM,CalumetBeach201608190600
Montrose Beach,08/19/2016 06:00:00 AM,22.5,0,,0.109,4,11.3,08/19/2016 6:00 AM,MontroseBeach201608190600
Ohio Street Beach,08/19/2016 06:00:00 AM,23.7,1.75,,0.126,3,10.3,08/19/2016 6:00 AM,OhioStreetBeach201608190600
Calumet Beach,08/19/2016 07:00:00 AM,22.8,0.79,,0.126,3,11.6,08/19/2016 7:00 AM,CalumetBeach201608190700
Montrose Beach,08/19/2016 07:00:00 AM,22.1,0,,0.107,7,11.3,08/19/2016 7:00 AM,MontroseBeach201608190700
Ohio Street Beach,08/19/2016 07:00:00 AM,23.7,1.63,,0.118,3,10.3,08/19/2016 7:00 AM,OhioStreetBeach201608190700
Calumet Beach,08/19/2016 08:00:00 AM,22.8,0.71,,0.128,3,11.6,08/19/2016 8:00 AM,CalumetBeach201608190800
Montrose Beach,08/19/2016 08:00:00 AM,22.1,0,,0.105,6,11.3,08/19/2016 8:00 AM,MontroseBeach201608190800
Ohio Street Beach,08/19/2016 08:00:00 AM,23.7,1.67,,0.124,3,10.3,08/19/2016 8:00 AM,OhioStreetBeach201608190800
Calumet Beach,08/19/2016 09:00:00 AM,22.9,0.86,,0.118,2,11.6,08/19/2016 9:00 AM,CalumetBeach201608190900
Montrose Beach,08/19/2016 09:00:00 AM,22.1,0,,0.104,3,11.2,08/19/2016 9:00 AM,MontroseBeach201608190900
Ohio Street Beach,08/19/2016 09:00:00 AM,23.8,1.4,,0.119,3,10.3,08/19/2016 9:00 AM,OhioStreetBeach201608190900
Montrose Beach,08/19/2016 10:00:00 AM,22.1,0,,0.126,3,11.1,08/19/2016 10:00 AM,MontroseBeach201608191000
Ohio Street Beach,08/19/2016 10:00:00 AM,23.8,1.57,,0.111,3,10.3,08/19/2016 10:00 AM,OhioStreetBeach201608191000
Montrose Beach,08/19/2016 11:00:00 AM,21.9,0,,0.231,3,11.2,08/19/2016 11:00 AM,MontroseBeach201608191100
Ohio Street Beach,08/19/2016 11:00:00 AM,23.7,1.48,,0.128,2,10.3,08/19/2016 11:00 AM,OhioStreetBeach201608191100
Calumet Beach,08/19/2016 10:00:00 AM,23.1,0.88,,0.141,6,11.6,08/19/2016 10:00 AM,CalumetBeach201608191000
Calumet Beach,08/19/2016 12:00:00 PM,22.6,0.84,,0.248,3,11.6,08/19/2016 12:00 PM,CalumetBeach201608191200
Montrose Beach,08/19/2016 12:00:00 PM,21.9,0,,0.193,3,11.2,08/19/2016 12:00 PM,MontroseBeach201608191200
Ohio Street Beach,08/19/2016 12:00:00 PM,23.7,1.39,,0.173,3,10.3,08/19/2016 12:00 PM,OhioStreetBeach201608191200
Calumet Beach,08/19/2016 01:00:00 PM,22.7,0.89,,0.294,3,11.6,08/19/2016 1:00 PM,CalumetBeach201608191300
Montrose Beach,08/19/2016 01:00:00 PM,22,0,,0.197,3,11.2,08/19/2016 1:00 PM,MontroseBeach201608191300
Ohio Street Beach,08/19/2016 01:00:00 PM,23.9,1.36,,0.15,4,10.3,08/19/2016 1:00 PM,OhioStreetBeach201608191300
Calumet Beach,08/19/2016 02:00:00 PM,23,0.82,,0.271,3,11.6,08/19/2016 2:00 PM,CalumetBeach201608191400
Montrose Beach,08/19/2016 02:00:00 PM,22.2,0,,0.182,3,11.2,08/19/2016 2:00 PM,MontroseBeach201608191400
Ohio Street Beach,08/19/2016 02:00:00 PM,23.9,1.52,,0.143,3,10.3,08/19/2016 2:00 PM,OhioStreetBeach201608191400
Calumet Beach,08/19/2016 03:00:00 PM,23.3,0.78,,0.282,3,11.6,08/19/2016 3:00 PM,CalumetBeach201608191500
Montrose Beach,08/19/2016 03:00:00 PM,22.8,0,,0.152,3,11.1,08/19/2016 3:00 PM,MontroseBeach201608191500
Ohio Street Beach,08/19/2016 03:00:00 PM,24,1.53,,0.14,3,10.3,08/19/2016 3:00 PM,OhioStreetBeach201608191500
Montrose Beach,08/20/2016 04:00:00 AM,20.4,0,,0.096,4,11.2,08/20/2016 4:00 AM,MontroseBeach201608200400
Ohio Street Beach,08/20/2016 04:00:00 AM,22.6,1.29,,0.117,3,10.2,08/20/2016 4:00 AM,OhioStreetBeach201608200400
Calumet Beach,08/20/2016 06:00:00 AM,22.8,0.87,,0.27,2,11.6,08/20/2016 6:00 AM,CalumetBeach201608200600
Calumet Beach,08/19/2016 04:00:00 PM,23.6,1.28,,0.226,4,11.6,08/19/2016 4:00 PM,CalumetBeach201608191600
Montrose Beach,08/19/2016 04:00:00 PM,22.7,0,,0.184,3,11.1,08/19/2016 4:00 PM,MontroseBeach201608191600
Ohio Street Beach,08/19/2016 04:00:00 PM,23.9,1.45,,0.19,3,10.3,08/19/2016 4:00 PM,OhioStreetBeach201608191600
Ohio Street Beach,07/05/2017 01:00:00 AM,20.9,0.9,,0.187,3,11.1,07/05/2017 1:00 AM,OhioStreetBeach201707050100
Ohio Street Beach,07/24/2017 09:00:00 PM,22.9,6.14,,0.187,3,11.8,07/24/2017 9:00 PM,OhioStreetBeach201707242100
Ohio Street Beach,07/24/2017 10:00:00 PM,22.7,5.41,,0.187,3,11.8,07/24/2017 10:00 PM,OhioStreetBeach201707242200
Ohio Street Beach,07/24/2017 11:00:00 PM,22.7,6.19,,0.187,3,11.8,07/24/2017 11:00 PM,OhioStreetBeach201707242300
Ohio Street Beach,07/25/2017 12:00:00 AM,22.6,5.34,,0.187,3,11.8,07/25/2017 12:00 AM,OhioStreetBeach201707252400
Ohio Street Beach,07/25/2017 01:00:00 AM,22.5,3.53,,0.187,3,11.8,07/25/2017 1:00 AM,OhioStreetBeach201707250100
Ohio Street Beach,07/25/2017 02:00:00 AM,22.4,3.5,,0.187,3,11.8,07/25/2017 2:00 AM,OhioStreetBeach201707250200
Ohio Street Beach,07/25/2017 03:00:00 AM,22.3,3.57,,0.187,3,11.8,07/25/2017 3:00 AM,OhioStreetBeach201707250300
Ohio Street Beach,07/25/2017 04:00:00 AM,22.2,3.67,,0.187,3,11.8,07/25/2017 4:00 AM,OhioStreetBeach201707250400
Ohio Street Beach,07/25/2017 05:00:00 AM,22.2,2.83,,0.187,3,11.8,07/25/2017 5:00 AM,OhioStreetBeach201707250500
Ohio Street Beach,07/25/2017 06:00:00 AM,22.1,3.8,,0.187,3,11.8,07/25/2017 6:00 AM,OhioStreetBeach201707250600
Ohio Street Beach,07/25/2017 07:00:00 AM,22.2,2.77,,0.187,3,11.8,07/25/2017 7:00 AM,OhioStreetBeach201707250700
Ohio Street Beach,07/25/2017 08:00:00 AM,22.3,2.28,,0.187,3,11.8,07/25/2017 8:00 AM,OhioStreetBeach201707250800
Ohio Street Beach,07/25/2017 09:00:00 AM,22.5,2.06,,0.187,3,11.8,07/25/2017 9:00 AM,OhioStreetBeach201707250900
Ohio Street Beach,07/25/2017 10:00:00 AM,22.8,2.41,,0.187,3,11.8,07/25/2017 10:00 AM,OhioStreetBeach201707251000
Ohio Street Beach,07/25/2017 11:00:00 AM,23,2.42,,0.187,3,11.8,07/25/2017 11:00 AM,OhioStreetBeach201707251100
Ohio Street Beach,07/25/2017 12:00:00 PM,23.1,2.42,,0.187,3,11.8,07/25/2017 12:00 PM,OhioStreetBeach201707251200
Ohio Street Beach,07/25/2017 01:00:00 PM,23.7,2.8,,0.187,3,11.8,07/25/2017 1:00 PM,OhioStreetBeach201707251300
Ohio Street Beach,07/25/2017 02:00:00 PM,23.7,2.67,,0.187,3,11.8,07/25/2017 2:00 PM,OhioStreetBeach201707251400
Ohio Street Beach,07/25/2017 03:00:00 PM,23.9,2.51,,0.187,3,11.8,07/25/2017 3:00 PM,OhioStreetBeach201707251500
Ohio Street Beach,05/31/2017 11:00:00 PM,15.5,1.09,,0.187,3,11.1,05/31/2017 11:00 PM,OhioStreetBeach201705312300
Ohio Street Beach,06/01/2017 12:00:00 AM,15.2,1.02,,0.187,3,11.1,06/01/2017 12:00 AM,OhioStreetBeach201706012400
Ohio Street Beach,06/01/2017 01:00:00 AM,15.1,1.12,,0.187,3,11.1,06/01/2017 1:00 AM,OhioStreetBeach201706010100
Ohio Street Beach,06/01/2017 02:00:00 AM,15,1.06,,0.187,3,11.1,06/01/2017 2:00 AM,OhioStreetBeach201706010200
Ohio Street Beach,06/01/2017 03:00:00 AM,14.9,1.05,,0.187,3,11.1,06/01/2017 3:00 AM,OhioStreetBeach201706010300
Ohio Street Beach,06/01/2017 04:00:00 AM,14.9,0.99,,0.187,3,11.1,06/01/2017 4:00 AM,OhioStreetBeach201706010400
Ohio Street Beach,06/01/2017 05:00:00 AM,14.8,0.96,,0.187,3,11.1,06/01/2017 5:00 AM,OhioStreetBeach201706010500
Ohio Street Beach,06/01/2017 06:00:00 AM,14.7,0.94,,0.187,3,11.1,06/01/2017 6:00 AM,OhioStreetBeach201706010600
Ohio Street Beach,06/01/2017 07:00:00 AM,14.8,0.92,,0.187,3,11,06/01/2017 7:00 AM,OhioStreetBeach201706010700
Ohio Street Beach,06/01/2017 08:00:00 AM,14.9,0.87,,0.187,3,11,06/01/2017 8:00 AM,OhioStreetBeach201706010800
Ohio Street Beach,06/01/2017 09:00:00 AM,15,0.85,,0.187,3,11,06/01/2017 9:00 AM,OhioStreetBeach201706010900
Montrose Beach,,,,,,,,,MontroseBeach
Osterman Beach,,,,,,,,,OstermanBeach
Ohio Street Beach,08/20/2016 04:00:00 PM,23.1,1.36,,0.169,4,10.1,08/20/2016 4:00 PM,OhioStreetBeach201608201600
Ohio Street Beach,06/01/2017 10:00:00 AM,15.4,0.82,,0.187,3,11,06/01/2017 10:00 AM,OhioStreetBeach201706011000
Calumet Beach,08/20/2016 05:00:00 PM,22.9,1.03,,0.144,3,11.6,08/20/2016 5:00 PM,CalumetBeach201608201700
Montrose Beach,08/20/2016 05:00:00 PM,19.7,0,,0.114,8,11.1,08/20/2016 5:00 PM,MontroseBeach201608201700
Ohio Street Beach,08/20/2016 05:00:00 PM,23.3,1.4,,0.136,2,10.1,08/20/2016 5:00 PM,OhioStreetBeach201608201700
Ohio Street Beach,06/01/2017 11:00:00 AM,16,0.79,,0.187,3,11,06/01/2017 11:00 AM,OhioStreetBeach201706011100
Ohio Street Beach,06/01/2017 12:00:00 PM,16.5,0.96,,0.187,3,11,06/01/2017 12:00 PM,OhioStreetBeach201706011200
Ohio Street Beach,06/01/2017 01:00:00 PM,17.2,0.85,,0.187,3,11,06/01/2017 1:00 PM,OhioStreetBeach201706011300
Ohio Street Beach,06/01/2017 02:00:00 PM,18.7,1.12,,0.187,3,11,06/01/2017 2:00 PM,OhioStreetBeach201706011400
Ohio Street Beach,06/01/2017 03:00:00 PM,17.1,0.9,,0.187,3,11,06/01/2017 3:00 PM,OhioStreetBeach201706011500
Ohio Street Beach,06/01/2017 04:00:00 PM,16.9,0.95,,0.187,3,11,06/01/2017 4:00 PM,OhioStreetBeach201706011600
Ohio Street Beach,06/01/2017 05:00:00 PM,16.5,1.04,,0.187,3,11,06/01/2017 5:00 PM,OhioStreetBeach201706011700
Ohio Street Beach,06/01/2017 06:00:00 PM,15.9,0.86,,0.187,3,11,06/01/2017 6:00 PM,OhioStreetBeach201706011800
Ohio Street Beach,06/01/2017 07:00:00 PM,15.5,0.88,,0.187,3,11,06/01/2017 7:00 PM,OhioStreetBeach201706011900
Ohio Street Beach,06/01/2017 08:00:00 PM,15.4,0.92,,0.187,3,11,06/01/2017 8:00 PM,OhioStreetBeach201706012000
Ohio Street Beach,06/01/2017 09:00:00 PM,15.2,0.85,,0.187,3,11,06/01/2017 9:00 PM,OhioStreetBeach201706012100
Ohio Street Beach,06/01/2017 10:00:00 PM,15.2,0.9,,0.187,3,11,06/01/2017 10:00 PM,OhioStreetBeach201706012200
Ohio Street Beach,06/01/2017 11:00:00 PM,15.1,0.9,,0.187,3,10.7,06/01/2017 11:00 PM,OhioStreetBeach201706012300
Ohio Street Beach,06/02/2017 12:00:00 AM,15,0.89,,0.187,3,11,06/02/2017 12:00 AM,OhioStreetBeach201706022400
Ohio Street Beach,06/02/2017 01:00:00 AM,15,0.91,,0.187,3,11,06/02/2017 1:00 AM,OhioStreetBeach201706020100
Ohio Street Beach,06/02/2017 02:00:00 AM,15,1.13,,0.187,3,11,06/02/2017 2:00 AM,OhioStreetBeach201706020200
Ohio Street Beach,06/02/2017 03:00:00 AM,15,0.91,,0.187,3,11,06/02/2017 3:00 AM,OhioStreetBeach201706020300
Ohio Street Beach,06/02/2017 04:00:00 AM,15,0.86,,0.187,3,11,06/02/2017 4:00 AM,OhioStreetBeach201706020400
Ohio Street Beach,06/02/2017 05:00:00 AM,15,0.84,,0.187,3,11,06/02/2017 5:00 AM,OhioStreetBeach201706020500
Ohio Street Beach,06/02/2017 06:00:00 AM,14.9,0.91,,0.187,3,11,06/02/2017 6:00 AM,OhioStreetBeach201706020600
Ohio Street Beach,06/02/2017 07:00:00 AM,15,0.89,,0.187,3,11,06/02/2017 7:00 AM,OhioStreetBeach201706020700
Ohio Street Beach,06/02/2017 08:00:00 AM,15.1,0.93,,0.187,3,11,06/02/2017 8:00 AM,OhioStreetBeach201706020800
Ohio Street Beach,06/02/2017 09:00:00 AM,15.3,0.83,,0.187,3,11,06/02/2017 9:00 AM,OhioStreetBeach201706020900
Calumet Beach,08/20/2016 07:00:00 PM,22.3,1.44,,0.192,3,11.6,08/20/2016 7:00 PM,CalumetBeach201608201900
Montrose Beach,08/20/2016 07:00:00 PM,19.1,0,,0.158,2,11.1,08/20/2016 7:00 PM,MontroseBeach201608201900
Ohio Street Beach,08/20/2016 07:00:00 PM,23.1,1.39,,0.134,2,10.1,08/20/2016 7:00 PM,OhioStreetBeach201608201900
Calumet Beach,08/21/2016 05:00:00 AM,19,1.52,,0.22,3,11.5,08/21/2016 5:00 AM,CalumetBeach201608210500
Montrose Beach,08/21/2016 05:00:00 AM,18.7,0,,0.218,3,11.1,08/21/2016 5:00 AM,MontroseBeach201608210500
Ohio Street Beach,08/21/2016 05:00:00 AM,21.1,1.02,,0.153,5,10,08/21/2016 5:00 AM,OhioStreetBeach201608210500
Ohio Street Beach,07/05/2017 02:00:00 AM,20.8,0.88,,0.187,3,11.1,07/05/2017 2:00 AM,OhioStreetBeach201707050200
Ohio Street Beach,07/15/2017 09:00:00 PM,21.1,1.37,,0.187,3,10.4,07/15/2017 9:00 PM,OhioStreetBeach201707152100
Ohio Street Beach,07/15/2017 11:00:00 PM,20.9,0.95,,0.187,3,10.4,07/15/2017 11:00 PM,OhioStreetBeach201707152300
Ohio Street Beach,07/16/2017 12:00:00 AM,20.8,1.08,,0.187,3,10.4,07/16/2017 12:00 AM,OhioStreetBeach201707162400
Ohio Street Beach,07/16/2017 03:00:00 AM,20.7,0.84,,0.187,3,10.4,07/16/2017 3:00 AM,OhioStreetBeach201707160300
Ohio Street Beach,07/16/2017 04:00:00 AM,20.6,0.77,,0.187,3,10.4,07/16/2017 4:00 AM,OhioStreetBeach201707160400
Ohio Street Beach,07/16/2017 05:00:00 AM,20.6,0.93,,0.187,3,10.4,07/16/2017 5:00 AM,OhioStreetBeach201707160500
Ohio Street Beach,07/16/2017 06:00:00 AM,20.4,1.13,,0.187,3,10.4,07/16/2017 6:00 AM,OhioStreetBeach201707160600
Ohio Street Beach,07/16/2017 07:00:00 AM,20.4,1.4,,0.187,3,10.4,07/16/2017 7:00 AM,OhioStreetBeach201707160700
Ohio Street Beach,07/16/2017 08:00:00 AM,20.5,1.28,,0.187,3,10.4,07/16/2017 8:00 AM,OhioStreetBeach201707160800
Ohio Street Beach,07/16/2017 09:00:00 AM,20.5,1.54,,0.187,3,10.4,07/16/2017 9:00 AM,OhioStreetBeach201707160900
Ohio Street Beach,07/16/2017 10:00:00 AM,20.6,1.76,,0.187,3,10.3,07/16/2017 10:00 AM,OhioStreetBeach201707161000
Ohio Street Beach,07/16/2017 11:00:00 AM,20.7,1.45,,0.187,3,10.3,07/16/2017 11:00 AM,OhioStreetBeach201707161100
Ohio Street Beach,07/16/2017 12:00:00 PM,20.8,2.42,,0.187,3,10.3,07/16/2017 12:00 PM,OhioStreetBeach201707161200
Ohio Street Beach,07/16/2017 01:00:00 PM,20.8,1.83,,0.187,3,10.3,07/16/2017 1:00 PM,OhioStreetBeach201707161300
Ohio Street Beach,07/16/2017 02:00:00 PM,20.9,4.05,,0.187,3,10.3,07/16/2017 2:00 PM,OhioStreetBeach201707161400
Ohio Street Beach,07/16/2017 03:00:00 PM,20.9,2.99,,0.187,3,10.3,07/16/2017 3:00 PM,OhioStreetBeach201707161500
Ohio Street Beach,07/16/2017 04:00:00 PM,20.8,3.05,,0.187,3,10.3,07/16/2017 4:00 PM,OhioStreetBeach201707161600
Ohio Street Beach,07/16/2017 05:00:00 PM,20.8,4.11,,0.187,3,10.2,07/16/2017 5:00 PM,OhioStreetBeach201707161700
Ohio Street Beach,07/16/2017 06:00:00 PM,20.7,4.27,,0.187,3,10.3,07/16/2017 6:00 PM,OhioStreetBeach201707161800
Ohio Street Beach,07/16/2017 07:00:00 PM,20.7,5.16,,0.187,3,10.3,07/16/2017 7:00 PM,OhioStreetBeach201707161900
